priority,category,merchant,mall,city,rating,reviews,avg_price,branches,phone,website,opening_hours,lat,lng,reviews_text,price_mid_raw,price_mid,price_segment,pos_kw_count,neg_kw_count,sentiment_ratio,sentiment_label,top_pos_kw,top_neg_kw,mentions_delivery,geo_zone,bd_priority_score,tier,quadrant
Low,Fast Food,Fast Food Cafeteria,سيتي مول,Medina,3.2,15,,1,054 922 6253,,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: مغلق",24.4678127,39.6036098,"اشتريتُ عصير رمان طازجًا، وكان طعمه سيئًا. عدتُ إليهم بعد أن ارتشفتُ رشفة، فسألني الموظفون: ""لا أعرف إن كان فاسدًا، ومهم… | سيء للغاية 👎🏻👎🏻👎🏻 الخبز والبطاطا المقلية في الساندويتش كالحجر.. مضيعة للمال، طعام بلا طعم.. يأخذون الكثير من المال مقابل… | يقع في موقع استراتيجي قريب من المسجد النبوي الشريف. الطعام لذيذ، وفريق العمل ودود.",,60.0,Mid,2,1,0.67,Mixed,"لذيذ, طازج",سيء,False,South,32.26,Tier 3,❌ Weak
High,Cafes,مخبز الرويثي,سيتي مول,Medina,4.2,1811,20–40 SAR,6,,,,24.4393562,39.6119103,المخبز ممتاز وتقريبا فيه كل المخبوزات وطعمها عندهم ماشاءالله تبارك الله مررره لذيذ وبس والله الله يوفقهم | والله ما حبيت اظلمهم بس ثاني مره اخذ منهم كروسون جبنه بيضه وجبنه شيدر وقسم بالله الجبنه على الريحه الكروسون فاضي كله عجي… | مخابر ممتازة جدا ومذاق رائع لخبز الفتوت لاهل المدينه,30.0,30.0,Budget,4,0,1.0,Positive,"لذيذ, رائع, ممتاز",,False,South,66.6,Tier 2,⚠️ Risky
High,Cafes,مخابز وحلويات الكعكي - مخابز حمزة بادي كعكي,سيتي مول,Medina,4.4,5449,20–40 SAR,53,,,,24.4600552,39.610877,المكان صعب على النساء وصلنا مافيه شريك واحنا دافعين لاوبر كيف نرجع مره ثانيه والاكياس شفافه مافيها خصوصيه للعميل وهو يمش… | ماشاءالله تبارك الله وربي كل شي حلو عندهم من جميع المخبوزات والأجبان والأسعار ممتازه الله يبارك لي صاحب المحل ملاحظة لو … | من افضل محلات الشابورة والمخبوزات في محلات الكعكي هذا الفرع وفرع العوالي وباقي الفروع للاسف لايوجد نفس الطعم والجوده,30.0,30.0,Budget,1,0,1.0,Positive,ممتاز,,False,South,77.68,Tier 1,⭐ Star
Medium,Cafes,مخبز خيرات الهجرة للخبز,سيتي مول,Medina,4.4,421,,5,,,,24.4554065,39.6009097,مخبز خيرات الهجرة للمخبوزات المدينية القديمة و المشهورة مثل الشريك الحجري و الشريك بالحطب و بالجبنة البيضاء و الصفراء و … | ...... الطعم ماهو نفس ماقالو عنه الناس.......... تجربتي كانت : .............................. شوريك بدون خميرة وملح ...س… | اعرف وأشتري الشريك الحجري من ايام باب المصري اكثر من 50 سنه. والجودة في نقص إلى اليوم الذي اشتريته من مخبز الهجرة لايمت …,,60.0,Mid,1,1,0.5,Mixed,جودة,قديم,False,South,51.29,Tier 2,💎 Hidden Gem
High,Cafes,مخابز وحلويات الكعكي - مخابز حمزة بادي كعكي,سيتي مول,Medina,4.4,4166,20–40 SAR,53,,,,24.4575524,39.620767,مخابز كعكي في المدينة المنورة تُعد من أشهر المخابز وأكثرها حضورًا في حياة الأهالي والزوار، وتمتاز بتاريخها العريق وجودة … | مخابز الكعكي المعروف لا يعرف من أفضل المخابز في المدينة المنورة اللي تعمل الشوابير والشريك قراقيش · شابورة بزيت الزيتون … | المكان نظيف وفي انواع المخبوزات والكيك والشابورة روووعه شغلهم لذيذ,30.0,30.0,Budget,4,0,1.0,Positive,"لذيذ, نظيف, أفضل",,False,South,77.2,Tier 1,⭐ Star
High,Cafes,كلو بيكري,سيتي مول,Medina,4.2,1245,,23,,,,24.4362349,39.6536775,الاسعار ممتازه والكرواسون كان جدًا لذيذ بالاضافة للماتشا وقهوة اليوم و V60 وكان ايضًا تعامل الموظف محمد اسماعيل جدًا لبق… | المكان والاجواء فوق الخيال اخذت سبانخ يميي الفليفله لذيذه طعمها مميز جدا بصراحه كل شي طلبته لذذذيذ بشكل عجيب الشوكلت بن … | قهوتهمممم مايحتاج تقييييم والمخبوزات لذيذة عندهم حلويات رمضانية كل سنه,,60.0,Mid,3,0,1.0,Positive,"لذيذ, لذيذة, ممتاز",,False,South,73.99,Tier 2,⚠️ Risky
Medium,Cafes,مخابز أفران اليوم,سيتي مول,Medina,4.1,112,20–40 SAR,5,,,,24.4572873,39.6171647,المخبز للساندويش عندي. من نكون في المدينه نشتري منه. وحتى اصناف الحلا حلوه. ولكن الساندويش. في المرتبه الاولى. 👌🏻👌🏻👍🏻فرر… | مخبوزات ساخنه اول باول خاصة الصامولي | وين البلدية عنه العمال اخلاقه سيئه ولا يلبس قفازات,30.0,30.0,Budget,0,0,0.5,Mixed,,,False,South,47.39,Tier 3,❌ Weak
Medium,Cafes,حلويات شيرين,سيتي مول,Medina,4.4,336,,22,,,,24.4819288,39.5987546,ممتاز كل شي كويس الخدمه ممتازه والاستقبال ماشاء الله انصحكم بيه مره يجنن | افضل شيئ جربته عندهم Special Valoda حرفيا في قلبكم😍 | عندهم شبكه وكاش حلوياتهم طازجه وطعمه اعطيها ٨/١٠ وبنسبه للموالح زي سمبوسه البطاطس وسلطة اللبن المكس الحاره جيده جدا اعطي…,,60.0,Mid,2,0,1.0,Positive,"ممتاز, طازج",,False,South,67.61,Tier 2,💎 Hidden Gem
Medium,Cafes,مخبز العيون,سيتي مول,Medina,4.1,100,20–40 SAR,5,,,,24.4813634,39.6034736,جربت اغلب مخبوزاتهم وللامانه لذيذ ومناسب لسعرهم لكن قبل فتره اخذت فطيرة الي فيها سكر عجبني شكلها مره واخذت كميه كثيره لك… | قيمتكم قبل وبقيم مرة ثانية مع بعض العتاب ، ماشاء الله في حياتي ما أكلت خبز بلذته ، بس ليه كذا مافيه إلا بعد الساعة 8 !! … | اسواء مخبز بالمدينة ومعاملة من الخباز سيئة جدا ولولا مخافة الله لاتصلت بوزارة التجارة بسبب جشعه وطلب مبلغ غير قيمة الخبز…,30.0,30.0,Budget,1,1,0.5,Mixed,لذيذ,سيئة,False,South,47.18,Tier 3,❌ Weak
Medium,Cafes,حلويات عامرهاشم شيحة,سيتي مول,Medina,4.6,33,,11,,,,24.4588272,39.6087331,معمولهم لذيذ لين عندهم حلى المدينه معروف ناسيه اسمه لذيذذذ لكن حالي ينفع مع قهوه سعوديه انصحكم لازم تجربون حلوياتهم | يوحد لدية منفوش هش ورقيق وايضاً الهريسية هنا لذيذة | الحقيقه عنده جوزية لذيذه مره، هشه والكرميل طعمه حلو، انا من زوار المدينة ومرتين رحت له، المفروكة والهريسه تفوز، اللبنية …,,60.0,Mid,3,0,1.0,Positive,"لذيذ, لذيذة, كرم",,False,South,62.12,Tier 2,💎 Hidden Gem
Medium,Cafes,مخبز وحلويات الشموع,سيتي مول,Medina,4.2,114,,2,,,,24.4819715,39.595116,"""مكتوب عليه اقبال، وفي رقم جوال"" وصلت الساعة 6:40 الصباح يوم الإثنين، كان قافل. هل تم إقفال المحل نهائيا أو تم نقله؟ رجا… | لا يبيع إلا شابورة سعر الفلين 20 ريال تقريباً فيه كيلو ونص ان نزلت المدينة لا يفوتك المحل شابورة لذيذه من الأخر الله يبا… | مشاءالله لذيذه 👍🏻🌹",,60.0,Mid,1,0,1.0,Positive,لذيذ,,False,South,51.96,Tier 2,❌ Weak
Low,Cafes,مخبوزات سلسبيل الراقي,سيتي مول,Medina,5.0,2,,1,053 053 0885,,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",24.4737913,39.6114459,الكاشير بعد صلاة المغرب بالتحديد اخلاق و نظافه ماشاء الله عليه ولا هي قصور بالباقين ، عسى الله يوفقه المخبوزات فنانه,,60.0,Mid,0,0,0.5,Mixed,,,False,South,35.66,Tier 3,💎 Hidden Gem
Medium,Cafes,لو كيك,سيتي مول,Medina,3.5,374,,10,,,,24.4884218,39.5840039,الكيكات لذيذة وجديدة والخدمة سريعة وجداً متعاونين والتغليف من جميع الجهات مع اعمدة تثبت الكيكة مكانها وتحافظ على جمالها،… | من اسوأ مايكون في التعامل وفي الشغل، لا اسلوب ولا استجابه طلبت كيكه شكل وعملوها شكل ثاااني مختلف وسيء جداً واحرجوني في ا… | المكان مرتب والأسعار جديدة وخدمتهم ممتازة، عندهم تنوع في طلب الكيك أما قطعة وحدة أو كيكة كاملة أو كب كيك، لكن الكيك طعمه…,,60.0,Mid,7,1,0.88,Positive,"لذيذ, لذيذة, ممتاز",سيء,False,South,58.04,Tier 2,❌ Weak
Low,Cafes,مخابز البركه,سيتي مول,Medina,4.3,87,,2,,,,24.4696055,39.5993466,تعامل المصري سيئ للغايه يحسسك انك جاي تأخذ خبز ببلاش | العامل كسول و غير مجد | افضل مخبز للخبز المصري بالمدينة لكن معاملة العاملين بالمخبز غير جيدة يفرضو عليك تاخد خبز معين,,60.0,Mid,0,0,0.5,Mixed,,,False,South,39.47,Tier 3,💎 Hidden Gem
Low,Cafes,مخبز الهجارى للخبز المصرى,سيتي مول,Medina,4.4,33,,2,059 002 4934,,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",24.4704535,39.5954289,لا انصح به | افضل مخبز عيش مصري... مايخبز كل الوقت فيه اوقات معينة يخبز فيها... مثلاً بالليل يبدأ يخبز في الساعة 11 تقريباً | عندهم خبز مصري افضل مخبز في ينبع كلها,,60.0,Mid,0,0,0.5,Mixed,,,False,South,38.24,Tier 3,💎 Hidden Gem
Low,Cafes,Pistachio bakery & pastry,سيتي مول,Medina,2.9,12,,1,,,"السبت: 6:00 ص – 12:00 ص, الأحد: 6:00 ص – 12:00 ص, الاثنين: 6:00 ص – 12:00 ص, الثلاثاء: 6:00 ص – 12:00 ص, الأربعاء: 6:00 ص – 12:00 ص, الخميس: 6:00 ص – 12:00 ص, الجمعة: 6:00 ص – 12:00 ص",24.4727456,39.6086417,جربت كرواسون الشوكولا وكان مذاقه غير طازج، ولم استطع إكماله. | القهوة الأمريكية مقرفة الله يديم النعمة | يقع هذا الكشك داخل فندق الأنصار جولدن توليب. يقدم تشكيلة متنوعة من الآيس كريم وكعكة الجبن. كما يقدمون مجموعة متنوعة من ا…,,60.0,Mid,2,0,1.0,Positive,"طازج, تنوع",,False,South,35.33,Tier 3,❌ Weak
Low,Cafes,فرن تميز باب السلام,سيتي مول,Medina,3.9,48,,2,,,,24.468369,39.6006876,لا بأس به | من المخابز الراقية لان عندهم الخبز الباكستاني والعراقي انا اخذت منهم خبز | ممتاز والناس طيبه وجميله,,60.0,Mid,2,0,1.0,Positive,"ممتاز, جميل",,False,South,43.9,Tier 3,❌ Weak
Medium,Cafes,مخابز وتموينات البحر,سيتي مول,Medina,4.2,758,40–80 SAR,3,,,,24.4515427,39.615571,افضل شابوره حب ونخاله بزيت الزيتون عن تجربه الله يبارك لهم ✅ | الشابورة الصغيرة المخصوص شعير دخن زيت زيتون رائعة | من افضل المخابز صراحة جمييل جداً واجيه من وانا صغير خاصة صامولي البر جداً لذيذ وجميل واصنافهم مختلفة وحلوة بس عندي ملاحظ…,60.0,60.0,Mid,4,1,0.8,Positive,"لذيذ, رائع, رائعة",صغير,False,South,53.55,Tier 2,⚠️ Risky
Medium,Cafes,حلويات هناء المدينة,سيتي مول,Medina,4.0,130,40–80 SAR,6,,,,24.4494543,39.6150071,ماشاء الله تبارك الرحمن محل ونعم التعامل والموظف المصري ونعم الاخلاق ربنا يصلح حالكم جميعا | مذاق رائع جدا انصح بشراء الحلويات والمعجنات | ما شاء الله لديهم حلويات شامية لذيذة و جربت عندهم مني فطاير تناسب ضيافات خفيفة ومناسبات و ورق العنب لذيذ جداً موظف المبي…,60.0,60.0,Mid,3,0,1.0,Positive,"لذيذ, لذيذة, رائع",,False,South,55.81,Tier 2,❌ Weak
Low,Cafes,Ab,سيتي مول,Medina,5.0,1,,1,,,,24.4608175,39.6077039,,,60.0,Mid,0,0,0.5,Mixed,,,False,South,34.92,Tier 3,💎 Hidden Gem
High,Desserts & Sweets,هش حلويات ومعجنات,سيتي مول,Medina,4.7,287,,25,,,,24.4261175,39.6001211,بصراحه اللي بزور المدينه المنوره لازم يزور هش من الطف محلات الحلويات كلمة ممتاز قليل بحقهم من استقبال الموظفات تعامل ممت… | المحل حلو واسم على مسمى كل شيء فيه هش ولطيف. الموظفة فاتن مثال يُحتذى في الأخلاق والاحترافية أسلوبها راقٍ جدًا وتعاملها … | المكان جميل والخدمة ممتازة. والمنتجات ممتازة وجودتها عالية يستحق التجربة اخذت كيك من عندهم جداً ممتاز 👌🏻 ويستاهل سعرو عق…,,60.0,Mid,6,0,1.0,Positive,"ممتاز, ممتازة, جميل",,False,South,73.82,Tier 2,💎 Hidden Gem
